trial,phase_distance,phase_0,phase_1,phase_2,phase_3
99,1.3663204046701343,2.2507908835271524e-06,0.589198829149047,0.46195653231070605,0.21011291411733476
100,2.4494963451780594,2.2507908835271524e-06,0.8595960986797657,0.41037023719554877,0.716306980231048
101,2.0297877776015625,2.2507908835271524e-06,0.5861921951580245,0.0673330571159994,0.016064250348388952
102,2.9635172615665812,2.2507908835271524e-06,0.03729778153648053,0.9520850921248332,0.15987840898318811
103,2.4556497874185546,2.2507921329666335e-06,0.8115794326756806,0.26932977592951285,0.2112506469477721
104,2.1652460253073857,2.2507883846461094e-06,0.37686188453748926,0.03972298408542279,0.931782574175271
105,2.8454880633992685,2.2507883846461094e-06,0.9951195462348831,0.7492865364088996,0.7415043979012584
106,2.407762803744993,2.2507908835271524e-06,0.8143569987512643,0.47987872722298325,0.6671728870787752
107,3.046577008215479,2.2507921329666335e-06,0.9756798226497113,0.7842436781640773,0.3223274090000012
108,1.624714655895262,2.2507883846461094e-06,0.34141821818371804,0.6985152165784834,0.09727938290655286
109,2.621490929294697,2.2507908835271524e-06,0.9957238918268247,0.5488994077382039,0.3137000972779717
110,2.4682601798634862,2.2507883846461094e-06,0.21044008404810832,0.5324074189928804,0.6077406590095451
111,2.632044928079293,2.2507908835271524e-06,0.6416602467811732,0.791980518430448,0.40653371086653084
112,2.459382880222401,2.2507908835271524e-06,0.5347164253861016,0.7798568280977021,0.40138144800500264
113,2.8304017455779347,2.2507896340869776e-06,0.29836908341488433,0.8025601008807783,0.46857282238441444
114,2.785271213188573,2.2507908835271524e-06,0.9824270110916904,0.24454128115328222,0.7738564929024698
115,2.1951606309782603,2.2507896340869776e-06,0.4210141744702635,0.016432136470713805,0.1252599233615927
116,0.6304193731802744,2.2507908835271524e-06,0.5901432109002276,0.5076872649410977,0.954047334265345
117,3.3120695554403223,2.2507896340869776e-06,0.13206186441324658,0.9523177818581338,0.5869622970492563
118,3.3250666773361046,2.2507883846461094e-06,0.15639203805670515,0.034082855611228,0.4858468614470163
119,2.1698864901253736,2.2507908835271524e-06,0.29206670867500806,0.4009458238963771,0.32038125488189007
120,1.9504832233242706,2.2507908835271524e-06,0.33712478063967394,0.78394215027692,0.1053066790352092
121,2.518896288286067,2.2507921329666335e-06,0.8905123328796352,0.381752691144453,0.7282360847835405
122,2.177148197148747,2.2507908835271524e-06,0.6485618440451592,0.6606923398261648,0.6671793754438814
123,2.433893017305376,2.2507908835271524e-06,0.5200232695011834,0.13036920015456052,0.293703582331944
124,0.6111625690309065,2.2507908835271524e-06,0.5119841649041607,0.42090630199488027,0.05677797401797387
